Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
153-13-6706,A,Yangon,Member,Male,Food and beverages,74.75,5,18.6875,392.4375,01/14/2019,11:05,Credit card,373.75,4.761904762,18.6875,6.0
597-13-4134,B,Mandalay,Normal,Female,Health and beauty,42.26,3,6.339,133.119,03/27/2019,18:12,Cash,126.78,4.761904762,6.339,5.8
948-55-3559,C,Naypyitaw,Normal,Female,Electronic accessories,52.37,2,5.237,109.977,01/29/2019,11:25,Ewallet,104.74,4.761904762,5.237,7.9
118-88-5129,C,Naypyitaw,Member,Male,Health and beauty,44.64,3,6.696,140.616,03/07/2019,15:10,Credit card,133.92,4.761904762,6.696,7.8
438-73-4010,C,Naypyitaw,Member,Female,Health and beauty,31.43,10,15.715,330.015,02/03/2019,17:07,Cash,314.3,4.761904762,15.715,7.2
849-15-5466,A,Yangon,Normal,Male,Fashion accessories,88.74,4,17.748,372.708,02/22/2019,17:06,Credit card,354.96,4.761904762,17.748,5.6
911-12-4876,B,Mandalay,Normal,Male,Health and beauty,70.77,3,10.6155,222.9255,01/02/2019,19:37,Ewallet,212.31,4.761904762,10.6155,7.2
125-29-9819,C,Naypyitaw,Normal,Male,Fashion accessories,14.24,3,2.136,44.856,02/01/2019,13:38,Credit card,42.72,4.761904762,2.136,4.0
971-62-2246,B,Mandalay,Normal,Female,Health and beauty,31.19,1,1.5595,32.7495,02/11/2019,11:37,Credit card,31.19,4.761904762,1.5595,5.7
914-78-9670,A,Yangon,Normal,Female,Home and lifestyle,84.36,1,4.218,88.578,01/12/2019,11:34,Ewallet,84.36,4.761904762,4.218,8.3
291-46-5650,B,Mandalay,Normal,Female,Home and lifestyle,13.23,9,5.9535,125.0235,02/21/2019,19:00,Cash,119.07,4.761904762,5.9535,6.4
419-71-5749,A,Yangon,Member,Male,Fashion accessories,27.36,4,5.472,114.912,02/17/2019,14:35,Cash,109.44,4.761904762,5.472,9.0
163-44-6869,A,Yangon,Member,Female,Home and lifestyle,10.77,8,4.308,90.468,01/07/2019,16:15,Cash,86.16,4.761904762,4.308,10.0
555-12-6808,C,Naypyitaw,Member,Female,Fashion accessories,35.15,6,10.545,221.445,03/14/2019,11:04,Credit card,210.9,4.761904762,10.545,6.5
688-12-6259,B,Mandalay,Normal,Female,Fashion accessories,89.21,8,35.684,749.364,01/24/2019,17:50,Credit card,713.68,4.761904762,35.684,5.6
509-27-6737,C,Naypyitaw,Member,Female,Fashion accessories,44.03,6,13.209,277.389,01/02/2019,18:29,Cash,264.18,4.761904762,13.209,6.7
424-77-8947,C,Naypyitaw,Normal,Male,Electronic accessories,19.99,5,4.9975,104.9475,01/06/2019,19:07,Ewallet,99.95,4.761904762,4.9975,8.5
519-75-5851,B,Mandalay,Normal,Female,Health and beauty,69.68,7,24.388,512.148,01/18/2019,13:56,Credit card,487.76,4.761904762,24.388,5.9
255-97-9853,B,Mandalay,Member,Male,Fashion accessories,42.39,10,21.195,445.095,01/09/2019,19:31,Cash,423.9,4.761904762,21.195,7.1
643-68-8163,A,Yangon,Normal,Female,Home and lifestyle,39.32,2,3.932,82.572,03/19/2019,11:15,Credit card,78.64,4.761904762,3.932,9.1
330-35-4894,B,Mandalay,Member,Female,Home and lifestyle,43.78,2,4.378,91.938,01/21/2019,10:22,Ewallet,87.56,4.761904762,4.378,6.2
533-86-7421,A,Yangon,Member,Female,Food and beverages,70.26,8,28.104,590.184,03/22/2019,16:52,Ewallet,562.08,4.761904762,28.104,7.3
124-29-8951,C,Naypyitaw,Member,Male,Fashion accessories,90.41,7,31.6435,664.5135,03/27/2019,12:47,Cash,632.87,4.761904762,31.6435,9.2
853-37-6747,C,Naypyitaw,Normal,Female,Electronic accessories,71.24,6,21.372,448.812,01/28/2019,16:06,Ewallet,427.44,4.761904762,21.372,8.1
378-12-3817,B,Mandalay,Normal,Female,Food and beverages,45.63,9,20.5335,431.2035,03/08/2019,14:33,Cash,410.67,4.761904762,20.5335,9.2
566-67-5752,A,Yangon,Member,Female,Food and beverages,81.35,6,24.405,512.505,02/09/2019,12:57,Cash,488.1,4.761904762,24.405,4.3
360-59-7281,B,Mandalay,Member,Male,Food and beverages,77.08,5,19.27,404.67,03/19/2019,12:06,Ewallet,385.4,4.761904762,19.27,9.0
545-36-9901,C,Naypyitaw,Member,Female,Fashion accessories,18.38,2,1.838,38.598,03/24/2019,12:52,Cash,36.76,4.761904762,1.838,5.5
996-45-2658,C,Naypyitaw,Member,Male,Fashion accessories,26.64,7,9.324,195.804,03/17/2019,17:34,Ewallet,186.48,4.761904762,9.324,8.9
473-17-5484,C,Naypyitaw,Member,Female,Food and beverages,70.46,1,3.523,73.983,03/21/2019,18:10,Cash,70.46,4.761904762,3.523,4.3
210-39-8773,B,Mandalay,Member,Female,Food and beverages,81.0,7,28.35,595.35,03/23/2019,13:36,Credit card,567.0,4.761904762,28.35,4.6
688-85-5442,C,Naypyitaw,Normal,Female,Home and lifestyle,88.93,6,26.679,560.259,03/20/2019,19:24,Cash,533.58,4.761904762,26.679,5.9
392-78-9298,B,Mandalay,Normal,Female,Food and beverages,81.93,9,36.8685,774.2385,02/11/2019,11:08,Credit card,737.37,4.761904762,36.8685,8.0
142-62-3959,B,Mandalay,Normal,Male,Home and lifestyle,81.32,3,12.198,256.158,03/23/2019,15:14,Cash,243.96,4.761904762,12.198,8.3
770-75-9673,B,Mandalay,Member,Male,Food and beverages,64.85,8,25.94,544.74,02/01/2019,18:45,Cash,518.8,4.761904762,25.94,6.0
565-45-2115,C,Naypyitaw,Normal,Male,Electronic accessories,62.34,1,3.117,65.457,03/18/2019,17:13,Cash,62.34,4.761904762,3.117,8.0
380-69-1325,A,Yangon,Normal,Female,Home and lifestyle,11.91,10,5.955,125.055,02/13/2019,12:23,Ewallet,119.1,4.761904762,5.955,7.3
936-18-4880,A,Yangon,Member,Female,Sports and travel,11.41,7,3.9935,83.8635,02/02/2019,15:18,Credit card,79.87,4.761904762,3.9935,9.1
656-95-1448,C,Naypyitaw,Member,Female,Fashion accessories,39.49,4,7.898,165.858,01/15/2019,17:21,Cash,157.96,4.761904762,7.898,6.0
569-60-1055,A,Yangon,Normal,Female,Fashion accessories,73.17,5,18.2925,384.1425,01/28/2019,15:38,Ewallet,365.85,4.761904762,18.2925,7.8
441-39-7671,B,Mandalay,Member,Female,Fashion accessories,62.58,1,3.129,65.709,03/08/2019,14:59,Cash,62.58,4.761904762,3.129,4.1
551-82-8254,A,Yangon,Normal,Female,Sports and travel,28.31,7,9.9085,208.0785,03/08/2019,19:21,Credit card,198.17,4.761904762,9.9085,8.7
561-56-3599,B,Mandalay,Normal,Male,Health and beauty,95.98,10,47.99,1007.79,03/15/2019,11:50,Cash,959.8,4.761904762,47.99,9.8
330-90-5292,A,Yangon,Normal,Male,Health and beauty,97.47,9,43.8615,921.0915,03/27/2019,12:05,Ewallet,877.23,4.761904762,43.8615,5.0
303-69-9691,C,Naypyitaw,Member,Female,Home and lifestyle,69.79,6,20.937,439.677,03/06/2019,19:17,Ewallet,418.74,4.761904762,20.937,7.8
497-42-9095,C,Naypyitaw,Member,Male,Home and lifestyle,59.4,5,14.85,311.85,02/03/2019,16:31,Ewallet,297.0,4.761904762,14.85,4.4
264-23-2673,B,Mandalay,Member,Male,Food and beverages,79.62,6,23.886,501.606,02/09/2019,20:01,Cash,477.72,4.761904762,23.886,9.6
470-10-7359,B,Mandalay,Normal,Female,Food and beverages,78.77,9,35.4465,744.3765,03/02/2019,13:28,Cash,708.93,4.761904762,35.4465,5.5
940-50-9607,A,Yangon,Normal,Male,Electronic accessories,21.86,7,7.651,160.671,02/04/2019,16:08,Cash,153.02,4.761904762,7.651,8.7
276-33-8996,C,Naypyitaw,Member,Male,Home and lifestyle,12.35,1,0.6175,12.9675,01/10/2019,16:15,Credit card,12.35,4.761904762,0.6175,8.5
990-58-8261,A,Yangon,Normal,Female,Fashion accessories,91.59,7,32.0565,673.1865,03/05/2019,18:43,Ewallet,641.13,4.761904762,32.0565,5.4
753-54-1954,B,Mandalay,Member,Female,Sports and travel,18.85,10,9.425,197.925,02/27/2019,18:11,Ewallet,188.5,4.761904762,9.425,9.1
437-41-3369,B,Mandalay,Member,Male,Fashion accessories,54.42,3,8.163,171.423,02/12/2019,11:26,Credit card,163.26,4.761904762,8.163,5.9
157-22-9630,C,Naypyitaw,Member,Male,Home and lifestyle,10.3,4,2.06,43.26,02/20/2019,13:27,Cash,41.2,4.761904762,2.06,7.0
549-48-6008,C,Naypyitaw,Member,Male,Sports and travel,26.59,4,5.318,111.678,02/18/2019,14:29,Credit card,106.36,4.761904762,5.318,9.7
296-76-9922,A,Yangon,Normal,Male,Food and beverages,27.39,9,12.3255,258.8355,03/26/2019,15:01,Credit card,246.51,4.761904762,12.3255,7.7
369-45-9250,C,Naypyitaw,Member,Female,Fashion accessories,96.73,1,4.8365,101.5665,03/26/2019,11:58,Credit card,96.73,4.761904762,4.8365,6.5
554-27-9513,C,Naypyitaw,Member,Female,Electronic accessories,52.99,5,13.2475,278.1975,02/26/2019,19:13,Ewallet,264.95,4.761904762,13.2475,5.2
939-18-6088,C,Naypyitaw,Member,Male,Sports and travel,27.31,4,5.462,114.702,01/02/2019,10:28,Cash,109.24,4.761904762,5.462,8.9
329-38-1131,B,Mandalay,Member,Male,Health and beauty,42.96,3,6.444,135.324,03/19/2019,10:02,Ewallet,128.88,4.761904762,6.444,7.5
620-17-9695,C,Naypyitaw,Member,Male,Health and beauty,51.07,8,20.428,428.988,01/16/2019,11:52,Credit card,408.56,4.761904762,20.428,9.3
444-46-5477,C,Naypyitaw,Normal,Male,Sports and travel,82.8,9,37.26,782.46,02/25/2019,10:48,Cash,745.2,4.761904762,37.26,4.5
207-75-8664,A,Yangon,Normal,Male,Sports and travel,74.11,5,18.5275,389.0775,01/25/2019,11:00,Ewallet,370.55,4.761904762,18.5275,6.2
731-72-6148,C,Naypyitaw,Member,Female,Food and beverages,45.49,7,15.9215,334.3515,01/18/2019,16:46,Credit card,318.43,4.761904762,15.9215,7.7
716-76-6805,B,Mandalay,Normal,Female,Fashion accessories,57.78,7,20.223,424.683,01/10/2019,14:10,Credit card,404.46,4.761904762,20.223,4.1
290-10-6213,C,Naypyitaw,Normal,Male,Sports and travel,25.84,7,9.044,189.924,03/22/2019,17:09,Ewallet,180.88,4.761904762,9.044,5.6
816-10-9266,C,Naypyitaw,Member,Female,Home and lifestyle,24.42,6,7.326,153.846,03/17/2019,11:28,Ewallet,146.52,4.761904762,7.326,8.4
669-77-1297,A,Yangon,Normal,Female,Fashion accessories,63.28,2,6.328,132.888,03/07/2019,16:07,Cash,126.56,4.761904762,6.328,7.6
765-87-7969,C,Naypyitaw,Member,Male,Electronic accessories,60.49,5,15.1225,317.5725,02/08/2019,18:04,Credit card,302.45,4.761904762,15.1225,4.1
900-58-4151,B,Mandalay,Member,Female,Food and beverages,94.34,6,28.302,594.342,02/16/2019,20:30,Credit card,566.04,4.761904762,28.302,4.6
721-21-8650,A,Yangon,Normal,Male,Home and lifestyle,55.51,9,24.9795,524.5695,01/16/2019,14:01,Ewallet,499.59,4.761904762,24.9795,4.9
406-60-7880,A,Yangon,Member,Female,Health and beauty,21.57,1,1.0785,22.6485,02/23/2019,20:45,Cash,21.57,4.761904762,1.0785,4.2
472-81-8378,B,Mandalay,Member,Male,Sports and travel,95.66,7,33.481,703.101,02/28/2019,18:05,Cash,669.62,4.761904762,33.481,4.2
768-65-2635,C,Naypyitaw,Member,Male,Home and lifestyle,88.24,7,30.884,648.564,01/30/2019,12:31,Cash,617.68,4.761904762,30.884,5.8
227-82-5536,C,Naypyitaw,Member,Male,Sports and travel,98.7,2,9.87,207.27,01/19/2019,20:28,Cash,197.4,4.761904762,9.87,7.7
990-75-2797,B,Mandalay,Member,Male,Fashion accessories,59.65,1,2.9825,62.6325,03/28/2019,16:54,Ewallet,59.65,4.761904762,2.9825,9.6
373-77-5865,B,Mandalay,Member,Male,Food and beverages,81.81,7,28.6335,601.3035,02/17/2019,16:29,Credit card,572.67,4.761904762,28.6335,5.6
436-74-8105,B,Mandalay,Normal,Female,Health and beauty,32.95,2,3.295,69.195,01/11/2019,18:55,Cash,65.9,4.761904762,3.295,5.6
200-90-7267,B,Mandalay,Normal,Female,Fashion accessories,60.0,6,18.0,378.0,02/07/2019,11:40,Ewallet,360.0,4.761904762,18.0,8.9
323-45-7181,C,Naypyitaw,Member,Male,Sports and travel,72.48,3,10.872,228.312,02/04/2019,20:35,Credit card,217.44,4.761904762,10.872,5.5
895-19-2128,A,Yangon,Normal,Male,Fashion accessories,82.35,6,24.705,518.805,01/19/2019,12:54,Cash,494.1,4.761904762,24.705,7.0
615-69-2012,C,Naypyitaw,Member,Female,Fashion accessories,12.81,6,3.843,80.703,01/17/2019,10:01,Credit card,76.86,4.761904762,3.843,8.9
411-99-7202,C,Naypyitaw,Member,Female,Food and beverages,36.28,7,12.698,266.658,03/12/2019,15:46,Credit card,253.96,4.761904762,12.698,7.5
653-89-1336,C,Naypyitaw,Normal,Female,Electronic accessories,72.86,4,14.572,306.012,01/14/2019,10:35,Credit card,291.44,4.761904762,14.572,8.9
633-22-3556,A,Yangon,Member,Male,Home and lifestyle,58.14,2,5.814,122.094,02/16/2019,13:04,Ewallet,116.28,4.761904762,5.814,5.0
760-78-4470,A,Yangon,Member,Female,Food and beverages,87.49,9,39.3705,826.7805,03/02/2019,11:21,Ewallet,787.41,4.761904762,39.3705,5.9
183-52-2597,A,Yangon,Member,Female,Fashion accessories,77.43,3,11.6145,243.9045,03/11/2019,18:07,Credit card,232.29,4.761904762,11.6145,8.3
125-63-4489,A,Yangon,Member,Male,Health and beauty,26.65,2,2.665,55.965,02/18/2019,12:02,Ewallet,53.3,4.761904762,2.665,8.8
499-99-1181,A,Yangon,Member,Female,Home and lifestyle,77.71,2,7.771,163.191,01/04/2019,13:43,Ewallet,155.42,4.761904762,7.771,6.4
686-85-6170,B,Mandalay,Member,Male,Health and beauty,69.53,7,24.3355,511.0455,03/24/2019,16:48,Credit card,486.71,4.761904762,24.3355,6.7
505-45-5856,A,Yangon,Normal,Female,Health and beauty,33.25,8,13.3,279.3,03/15/2019,11:08,Credit card,266.0,4.761904762,13.3,7.1
124-37-9792,B,Mandalay,Member,Male,Electronic accessories,52.53,8,21.012,441.252,03/11/2019,17:32,Cash,420.24,4.761904762,21.012,9.4
681-62-8972,A,Yangon,Member,Female,Fashion accessories,43.44,3,6.516,136.836,02/05/2019,14:37,Ewallet,130.32,4.761904762,6.516,9.1
610-70-1966,A,Yangon,Normal,Male,Food and beverages,36.28,10,18.14,380.94,01/07/2019,11:46,Credit card,362.8,4.761904762,18.14,4.4
639-99-5580,B,Mandalay,Member,Female,Fashion accessories,91.66,4,18.332,384.972,01/02/2019,18:36,Ewallet,366.64,4.761904762,18.332,4.9
361-92-5727,C,Naypyitaw,Normal,Male,Fashion accessories,22.08,7,7.728,162.288,03/23/2019,14:40,Credit card,154.56,4.761904762,7.728,4.3
557-35-1307,B,Mandalay,Normal,Male,Sports and travel,95.04,5,23.76,498.96,02/05/2019,14:17,Ewallet,475.2,4.761904762,23.76,7.9
886-24-8106,C,Naypyitaw,Member,Female,Food and beverages,84.54,7,29.589,621.369,01/01/2019,18:32,Credit card,591.78,4.761904762,29.589,6.9
876-51-2281,B,Mandalay,Member,Male,Home and lifestyle,43.24,8,17.296,363.216,02/18/2019,15:07,Cash,345.92,4.761904762,17.296,8.4
600-74-3447,C,Naypyitaw,Member,Female,Home and lifestyle,74.1,10,37.05,778.05,01/16/2019,11:14,Ewallet,741.0,4.761904762,37.05,7.7
477-37-6656,A,Yangon,Normal,Male,Food and beverages,61.87,3,9.2805,194.8905,01/23/2019,15:43,Cash,185.61,4.761904762,9.2805,5.5
506-58-4853,C,Naypyitaw,Member,Female,Health and beauty,32.52,10,16.26,341.46,01/21/2019,13:29,Cash,325.2,4.761904762,16.26,6.9
888-70-5445,C,Naypyitaw,Normal,Female,Sports and travel,34.24,4,6.848,143.808,02/22/2019,15:15,Credit card,136.96,4.761904762,6.848,7.2
616-44-6266,A,Yangon,Member,Male,Health and beauty,77.51,10,38.755,813.855,02/03/2019,12:33,Credit card,775.1,4.761904762,38.755,5.4
568-65-2918,B,Mandalay,Normal,Male,Food and beverages,96.1,5,24.025,504.525,01/10/2019,19:51,Ewallet,480.5,4.761904762,24.025,8.0
881-70-7296,C,Naypyitaw,Member,Male,Health and beauty,16.58,5,4.145,87.045,01/31/2019,15:13,Ewallet,82.9,4.761904762,4.145,5.5
537-46-9038,B,Mandalay,Normal,Male,Home and lifestyle,42.1,4,8.42,176.82,02/08/2019,11:10,Ewallet,168.4,4.761904762,8.42,8.5
169-21-8452,B,Mandalay,Normal,Female,Fashion accessories,48.49,3,7.2735,152.7435,01/30/2019,14:17,Credit card,145.47,4.761904762,7.2735,9.2
213-54-7729,B,Mandalay,Normal,Female,Home and lifestyle,49.2,3,7.38,154.98,03/03/2019,10:58,Ewallet,147.6,4.761904762,7.38,9.5
919-62-5723,A,Yangon,Member,Male,Sports and travel,97.56,8,39.024,819.504,01/21/2019,15:49,Credit card,780.48,4.761904762,39.024,5.3
156-75-5688,B,Mandalay,Member,Female,Health and beauty,94.39,5,23.5975,495.5475,01/13/2019,19:42,Ewallet,471.95,4.761904762,23.5975,5.1
405-95-2723,C,Naypyitaw,Member,Male,Fashion accessories,83.54,7,29.239,614.019,02/26/2019,18:17,Cash,584.78,4.761904762,29.239,5.3
631-42-4642,B,Mandalay,Normal,Male,Food and beverages,64.75,5,16.1875,339.9375,02/12/2019,12:43,Credit card,323.75,4.761904762,16.1875,4.0
426-74-9419,A,Yangon,Normal,Male,Food and beverages,12.56,6,3.768,79.128,02/08/2019,12:33,Cash,75.36,4.761904762,3.768,9.5
183-22-4029,A,Yangon,Member,Male,Food and beverages,84.86,5,21.215,445.515,02/21/2019,18:21,Credit card,424.3,4.761904762,21.215,4.0
990-64-9801,C,Naypyitaw,Member,Female,Fashion accessories,54.02,8,21.608,453.768,02/24/2019,14:45,Cash,432.16,4.761904762,21.608,7.9
814-70-6374,C,Naypyitaw,Member,Female,Sports and travel,35.66,3,5.349,112.329,03/15/2019,16:27,Cash,106.98,4.761904762,5.349,9.5
492-51-9164,A,Yangon,Member,Male,Health and beauty,25.32,5,6.33,132.93,03/30/2019,13:34,Ewallet,126.6,4.761904762,6.33,6.4
132-76-2248,A,Yangon,Member,Female,Electronic accessories,67.98,1,3.399,71.379,03/01/2019,16:13,Cash,67.98,4.761904762,3.399,6.9
224-80-3476,C,Naypyitaw,Normal,Female,Electronic accessories,13.77,10,6.885,144.585,03/23/2019,17:01,Credit card,137.7,4.761904762,6.885,5.1
920-54-7477,C,Naypyitaw,Member,Female,Electronic accessories,88.19,10,44.095,925.995,03/03/2019,16:07,Cash,881.9,4.761904762,44.095,5.2
248-74-2445,A,Yangon,Normal,Male,Health and beauty,69.01,3,10.3515,217.3815,02/17/2019,12:15,Cash,207.03,4.761904762,10.3515,5.6
696-50-4456,C,Naypyitaw,Normal,Female,Home and lifestyle,37.76,8,15.104,317.184,01/07/2019,20:10,Credit card,302.08,4.761904762,15.104,6.4
739-26-2612,C,Naypyitaw,Member,Male,Sports and travel,59.99,8,23.996,503.916,03/16/2019,15:50,Credit card,479.92,4.761904762,23.996,9.8
878-17-3603,C,Naypyitaw,Normal,Male,Food and beverages,73.17,8,29.268,614.628,01/18/2019,20:12,Cash,585.36,4.761904762,29.268,6.9
864-58-9952,A,Yangon,Member,Male,Health and beauty,20.51,8,8.204,172.284,02/19/2019,16:13,Credit card,164.08,4.761904762,8.204,8.7
131-73-2245,A,Yangon,Member,Male,Sports and travel,10.62,9,4.779,100.359,01/14/2019,11:09,Ewallet,95.58,4.761904762,4.779,7.2
865-29-8346,B,Mandalay,Normal,Female,Fashion accessories,96.15,5,24.0375,504.7875,01/01/2019,20:37,Cash,480.75,4.761904762,24.0375,7.5
795-16-5026,B,Mandalay,Member,Male,Fashion accessories,58.5,2,5.85,122.85,01/31/2019,20:07,Credit card,117.0,4.761904762,5.85,5.5
698-66-7298,C,Naypyitaw,Normal,Male,Home and lifestyle,19.67,3,2.9505,61.9605,01/23/2019,18:06,Ewallet,59.01,4.761904762,2.9505,4.2
645-33-1749,C,Naypyitaw,Member,Female,Home and lifestyle,67.94,10,33.97,713.37,02/11/2019,16:03,Cash,679.4,4.761904762,33.97,8.9
807-52-2400,A,Yangon,Member,Female,Sports and travel,75.59,5,18.8975,396.8475,02/08/2019,19:02,Ewallet,377.95,4.761904762,18.8975,8.1
883-12-1053,A,Yangon,Normal,Female,Food and beverages,79.1,4,15.82,332.22,03/12/2019,20:19,Cash,316.4,4.761904762,15.82,7.0
563-75-7168,A,Yangon,Member,Male,Health and beauty,12.43,5,3.1075,65.2575,01/27/2019,18:33,Ewallet,62.15,4.761904762,3.1075,4.8
771-78-5106,C,Naypyitaw,Normal,Male,Electronic accessories,98.66,6,29.598,621.558,03/11/2019,17:38,Cash,591.96,4.761904762,29.598,8.4
857-16-1761,A,Yangon,Normal,Male,Home and lifestyle,59.68,1,2.984,62.664,02/03/2019,14:18,Credit card,59.68,4.761904762,2.984,8.0
457-52-9567,A,Yangon,Member,Female,Electronic accessories,16.19,6,4.857,101.997,03/26/2019,10:36,Cash,97.14,4.761904762,4.857,4.6
152-61-1042,A,Yangon,Normal,Female,Electronic accessories,65.79,2,6.579,138.159,01/26/2019,14:43,Ewallet,131.58,4.761904762,6.579,4.0
593-40-3297,B,Mandalay,Normal,Female,Home and lifestyle,79.96,1,3.998,83.958,02/14/2019,12:41,Cash,79.96,4.761904762,3.998,8.5
615-71-1855,A,Yangon,Normal,Female,Health and beauty,37.19,8,14.876,312.396,01/20/2019,10:08,Credit card,297.52,4.761904762,14.876,5.6
868-37-2279,B,Mandalay,Member,Female,Food and beverages,77.92,9,35.064,736.344,02/17/2019,13:51,Ewallet,701.28,4.761904762,35.064,6.4
540-30-7758,A,Yangon,Member,Female,Home and lifestyle,44.74,6,13.422,281.862,01/18/2019,20:33,Ewallet,268.44,4.761904762,13.422,8.0
238-76-1237,C,Naypyitaw,Normal,Female,Sports and travel,59.34,3,8.901,186.921,03/17/2019,17:51,Credit card,178.02,4.761904762,8.901,9.5
535-37-7644,B,Mandalay,Member,Male,Fashion accessories,27.66,4,5.532,116.172,02/28/2019,17:08,Credit card,110.64,4.761904762,5.532,7.3
660-48-7515,A,Yangon,Member,Male,Fashion accessories,61.41,5,15.3525,322.4025,03/03/2019,11:12,Credit card,307.05,4.761904762,15.3525,4.9
460-90-7385,B,Mandalay,Normal,Female,Fashion accessories,69.64,5,17.41,365.61,03/24/2019,20:00,Credit card,348.2,4.761904762,17.41,7.9
349-65-7522,B,Mandalay,Normal,Male,Electronic accessories,37.59,5,9.3975,197.3475,02/16/2019,11:52,Cash,187.95,4.761904762,9.3975,9.5
347-92-7230,A,Yangon,Normal,Female,Fashion accessories,45.35,7,15.8725,333.3225,03/17/2019,18:08,Ewallet,317.45,4.761904762,15.8725,8.4
530-52-1694,A,Yangon,Normal,Male,Food and beverages,24.45,1,1.2225,25.6725,01/20/2019,20:34,Credit card,24.45,4.761904762,1.2225,7.6
253-28-8955,C,Naypyitaw,Normal,Female,Electronic accessories,32.89,2,3.289,69.069,02/15/2019,20:08,Ewallet,65.78,4.761904762,3.289,9.5
595-22-8011,C,Naypyitaw,Member,Male,Fashion accessories,45.53,3,6.8295,143.4195,03/17/2019,18:18,Ewallet,136.59,4.761904762,6.8295,9.7
266-89-4779,A,Yangon,Member,Female,Sports and travel,16.74,6,5.022,105.462,03/15/2019,20:41,Ewallet,100.44,4.761904762,5.022,5.5
243-19-5628,B,Mandalay,Member,Male,Health and beauty,56.52,3,8.478,178.038,01/30/2019,17:20,Cash,169.56,4.761904762,8.478,9.5
353-58-3322,B,Mandalay,Member,Male,Electronic accessories,87.27,10,43.635,916.335,02/12/2019,18:31,Cash,872.7,4.761904762,43.635,9.7
846-32-9171,B,Mandalay,Member,Female,Fashion accessories,84.09,10,42.045,882.945,03/06/2019,13:07,Ewallet,840.9,4.761904762,42.045,8.2
313-46-2240,B,Mandalay,Member,Male,Sports and travel,22.8,4,4.56,95.76,02/17/2019,19:40,Credit card,91.2,4.761904762,4.56,6.6
928-13-7821,C,Naypyitaw,Member,Female,Food and beverages,29.25,3,4.3875,92.1375,02/14/2019,20:29,Ewallet,87.75,4.761904762,4.3875,9.9
986-31-4709,C,Naypyitaw,Member,Male,Food and beverages,46.76,1,2.338,49.098,03/22/2019,17:29,Cash,46.76,4.761904762,2.338,8.2
349-79-9297,B,Mandalay,Normal,Male,Food and beverages,41.03,7,14.3605,301.5705,02/20/2019,17:30,Credit card,287.21,4.761904762,14.3605,6.2
761-67-9206,A,Yangon,Normal,Female,Fashion accessories,98.62,6,29.586,621.306,01/21/2019,15:13,Cash,591.72,4.761904762,29.586,7.4
194-21-7227,A,Yangon,Member,Male,Fashion accessories,72.46,7,25.361,532.581,01/30/2019,18:50,Ewallet,507.22,4.761904762,25.361,6.4
129-49-8308,A,Yangon,Member,Male,Health and beauty,28.98,6,8.694,182.574,01/27/2019,16:48,Ewallet,173.88,4.761904762,8.694,8.1
126-85-4313,C,Naypyitaw,Normal,Male,Food and beverages,40.33,8,16.132,338.772,02/18/2019,15:01,Credit card,322.64,4.761904762,16.132,5.1
564-85-7200,A,Yangon,Member,Female,Electronic accessories,86.48,1,4.324,90.804,02/01/2019,12:39,Credit card,86.48,4.761904762,4.324,5.7
802-74-4115,C,Naypyitaw,Member,Female,Sports and travel,50.99,6,15.297,321.237,02/07/2019,13:52,Credit card,305.94,4.761904762,15.297,8.7
713-33-2138,A,Yangon,Normal,Male,Fashion accessories,44.42,2,4.442,93.282,01/26/2019,15:22,Ewallet,88.84,4.761904762,4.442,7.4
545-70-8564,C,Naypyitaw,Member,Male,Home and lifestyle,46.62,2,4.662,97.902,01/02/2019,18:18,Credit card,93.24,4.761904762,4.662,5.6
926-28-3406,A,Yangon,Member,Female,Home and lifestyle,92.52,7,32.382,680.022,02/21/2019,14:16,Credit card,647.64,4.761904762,32.382,7.1
221-34-5702,B,Mandalay,Member,Female,Home and lifestyle,67.3,2,6.73,141.33,03/16/2019,18:17,Credit card,134.6,4.761904762,6.73,9.9
609-97-4841,A,Yangon,Member,Female,Home and lifestyle,97.19,6,29.157,612.297,01/07/2019,16:33,Cash,583.14,4.761904762,29.157,4.5
434-90-7056,A,Yangon,Normal,Female,Food and beverages,17.91,9,8.0595,169.2495,01/25/2019,16:02,Credit card,161.19,4.761904762,8.0595,9.2
370-74-2835,B,Mandalay,Member,Female,Food and beverages,94.32,10,47.16,990.36,01/20/2019,10:22,Ewallet,943.2,4.761904762,47.16,8.9
465-83-5175,B,Mandalay,Member,Male,Electronic accessories,64.91,4,12.982,272.622,02/15/2019,18:59,Credit card,259.64,4.761904762,12.982,7.9
167-97-5478,C,Naypyitaw,Member,Female,Sports and travel,42.06,6,12.618,264.978,01/22/2019,12:57,Credit card,252.36,4.761904762,12.618,4.8
849-96-9675,A,Yangon,Normal,Male,Food and beverages,29.18,9,13.131,275.751,02/13/2019,18:28,Credit card,262.62,4.761904762,13.131,6.9
108-53-1070,C,Naypyitaw,Normal,Male,Home and lifestyle,82.47,4,16.494,346.374,02/08/2019,19:23,Credit card,329.88,4.761904762,16.494,5.2
159-52-4399,A,Yangon,Normal,Female,Sports and travel,61.68,5,15.42,323.82,02/18/2019,20:29,Cash,308.4,4.761904762,15.42,5.7
